Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with women participation in ownership,Percent of firms with majority women ownership,Percent of firms with a woman top manager,[B-READY] Percent of firms owned or managed by women among those that held a government contract in last 3 years,Proportion of permanent full-time workers that are women (%),Proportion of permanent full-time production workers that are women (%)*,Proportion of permanent full-time non-production workers that are women (%)*,Proportion of women workers offered formal training over last fiscal year (%)*,"Proportion of women workers offered formal training over last fiscal year (%, only service sector)"
Morocco,2013,Sector,Services,All,Average,30.7,2.7,1.5,,26.1,,,,
Morocco,2013,Sector,Services,Retail,Average,32.1,4.3,9.7,,35,,,,
Morocco,2013,Sector,Services,Other Services,Average,30.4,2.4,0.1,,24.2,,,,
Morocco,2013,Size,,Medium (20-99),Average,29.1,2,4.6,,24.4,27.8,31.9,,
Morocco,2013,Size,,Small (5-19),Average,31.5,5.1,4.7,,24.7,23.8,34.8,,
Morocco,2013,Size,,Large (100+),Average,38,1.2,1.6,,33.9,40.4,35.2,,
Morocco,2013,Gender of Top Manager,,Top manager is female,Average,74.7,44.5,100,,43.8,49,53.3,,
Morocco,2013,Gender of Top Manager,,Top manager is male,Average,29.3,1.6,0,,24.7,27.1,30.3,,
Morocco,2019,,,,Average,16.1,2.6,5.4,,32.7,49.1,48.7,,
Morocco,2019,Sector,Manufacturing,All,Average,14.2,1.1,2.8,,45.4,49.1,48.7,,
Morocco,2019,Sector,Manufacturing,Food,Average,22.9,0.9,1,,69.8,77.9,71.5,,
Morocco,2019,Sector,Manufacturing,Garments,Average,13.8,3.9,13.6,,75,84.9,58.6,,
Morocco,2019,Sector,Manufacturing,Other Manufacturing,Average,11.1,0.4,0.6,,33.7,33.8,41.7,,
Morocco,2019,Sector,Services,All,Average,16.5,2.9,6,,29.8,,,,
Morocco,2019,Sector,Services,Retail,Average,8.6,1.4,3.5,,26.6,,,,
Morocco,2019,Sector,Services,Other Services,Average,17.9,3.2,6.4,,30.4,,,,
Morocco,2019,Size,,Small (5-19),Average,15.5,3.5,6.7,,34,57.5,59,,
Morocco,2019,Size,,Medium (20-99),Average,17.4,0.6,3.1,,27.4,35,37.2,,
Morocco,2019,Size,,Large (100+),Average,16,1.5,2.5,,39.7,69.8,49.4,,
Morocco,2019,Gender of Top Manager,,Top manager is female,Average,50.7,28.8,100,,38.6,56.2,36.4,,
Morocco,2019,Gender of Top Manager,,Top manager is male,Average,14.3,1.2,0,,32.4,49,48.7,,
Morocco,2023,,,,Average,12.3,0.7,5.4,18.6,24.7,29,49.2,62,25.2
Morocco,2023,Sector,Manufacturing,All,Average,13,0.4,4.9,11.9,30.1,29,49.2,62,
Morocco,2023,Sector,Manufacturing,Food,Average,6.4,0.8,1.9,n.a.,28.7,30.2,61.1,n.a.,
Morocco,2023,Sector,Manufacturing,Garments,Average,16,1.1,9.3,n.a.,42.1,43,42.6,19.2,
Morocco,2023,Sector,Manufacturing,Other Manufacturing,Average,14.5,0.2,4.9,n.a.,28.7,26,47.2,n.a.,
Morocco,2023,Sector,Services,All,Average,12.1,0.8,5.6,19.4,23.3,,,,25.2
Morocco,2023,Sector,Services,Retail,Average,14.7,4.1,4.4,n.a.,19,,,,44.1
Morocco,2023,Sector,Services,Other Services,Average,11.5,0.1,5.8,0,24,,,,22.9
Morocco,2023,Size,,Medium (20-99),Average,12.5,0.6,1.8,0,24.2,32.4,44.8,n.a.,n.a.
Morocco,2023,Size,,Small (5-19),Average,12,0.8,6.8,64.2,24.9,26.2,61.4,n.a.,17.5
Morocco,2023,Size,,Large (100+),Average,14.9,0.7,8.3,4.3,24.3,33,32.3,48.7,n.a.
Morocco,2023,Gender of Top Manager,,Top manager is female,Average,58.6,9,100,n.a.,37,52.8,44.2,n.a.,n.a.
Morocco,2023,Gender of Top Manager,,Top manager is male,Average,9.4,0.3,0,15.6,24.3,27.6,49.7,67.2,24.9
Mozambique,2007,,,,Average,24.4,,,,13.5,10.5,30.7,,
Mozambique,2007,Sector,Manufacturing,All,Average,21,,,,13.5,10.5,30.7,,
Mozambique,2007,Sector,Manufacturing,Food,Average,35.3,,,,17.9,13.8,34.1,,
Mozambique,2007,Sector,Manufacturing,Garments,Average,20.8,,,,31.3,31.6,35.5,,
Mozambique,2007,Sector,Manufacturing,Furniture,Average,4.8,,,,8.8,5.3,29.6,,
Mozambique,2007,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,19.6,,,,8,5.1,27.6,,
Mozambique,2007,Sector,Services,All,Average,37.2,,,,,,,,
Mozambique,2007,Sector,Services,Retail,Average,35.3,,,,,,,,
Mozambique,2007,Sector,Services,Rest of Universe-Services,Average,39.6,,,,,,,,
Mozambique,2007,Size,,Small (5-19),Average,19.9,,,,14.1,9.9,33.3,,
Mozambique,2007,Size,,Medium (20-99),Average,28.3,,,,13.2,12.2,26.9,,
Mozambique,2007,Size,,Large (100+),Average,43.4,,,,7.3,7.8,25.2,,
Mozambique,2018,,,,Average,28.3,17.4,15.6,,25.8,25.1,28,,
Mozambique,2018,Sector,Manufacturing,All,Average,23.4,13.1,8.9,,21.9,25.1,28,,
Mozambique,2018,Sector,Manufacturing,Food,Average,23.1,16,10.8,,24.4,25.7,28.6,,
Mozambique,2018,Sector,Manufacturing,"Metals, Machinery, Computers & Electronics",Average,34.4,9,19.7,,13.5,10.5,21.3,,
Mozambique,2018,Sector,Manufacturing,Other Manufacturing,Average,20.5,12.3,4.5,,22.5,28.8,29.5,,
Mozambique,2018,Sector,Services,All,Average,29.6,18.6,17.3,,26.8,,,,
Mozambique,2018,Sector,Services,Retail,Average,33,24,22.8,,28,,,,
Mozambique,2018,Sector,Services,Hospitality & Tourism,Average,46.1,31.8,26.5,,42.5,,,,
Mozambique,2018,Sector,Services,Other Services,Average,17,6.3,7.5,,16.6,,,,
Mozambique,2018,Size,,Small (5-19),Average,27.6,18.7,17.2,,27.8,23.4,25.3,,
Mozambique,2018,Size,,Medium (20-99),Average,29.7,17,16.1,,23.1,31,34.6,,
Mozambique,2018,Size,,Large (100+),Average,30.2,8.5,1.6,,16.8,18.1,25.7,,
Mozambique,2018,Gender of Top Manager,,Top manager is female,Average,84,72.3,100,,42.3,27.9,34.6,,
Mozambique,2018,Gender of Top Manager,,Top manager is male,Average,18,7.3,0,,22.7,24.9,27.3,,
Myanmar,2014,,,,Average,27.3,18.7,29.5,,33.6,29.9,37.9,,
Myanmar,2014,Sector,Manufacturing,All,Average,24,15.8,27.8,,32.1,29.9,37.9,,
Myanmar,2014,Sector,Manufacturing,Manufacturing,Average,24,15.8,27.8,,32.1,29.9,37.9,,
Myanmar,2014,Sector,Services,All,Average,28.7,19.9,30.2,,34.2,,,,
Myanmar,2014,Sector,Services,Retail,Average,33.2,21.4,34.8,,40.1,,,,
Myanmar,2014,Sector,Services,Other Services,Average,26.1,19.1,27.5,,30.6,,,,
Myanmar,2014,Size,,Small (5-19),Average,26.6,22.5,29.7,,32.8,22.5,33.5,,
Myanmar,2014,Size,,Medium (20-99),Average,25.8,9.7,26.1,,30.6,26.1,38.6,,
Myanmar,2014,Size,,Large (100+),Average,41.8,9.3,41,,61.1,65.5,47.6,,
Myanmar,2014,Gender of Top Manager,,Top manager is female,Average,74.2,62.4,100,,51,55.4,65,,
Myanmar,2014,Gender of Top Manager,,Top manager is male,Average,7.7,0.5,0,,26.6,21.2,28.8,,
Myanmar,2016,,,,Average,35.1,33.5,41.1,,31.2,31,42.7,,
Myanmar,2016,Sector,Manufacturing,All,Average,30.4,27,31.9,,31.5,31,42.7,,
Myanmar,2016,Sector,Manufacturing,Manufacturing,Average,30.4,27,31.9,,31.5,31,42.7,,
Myanmar,2016,Sector,Services,All,Average,36.5,35.6,44.1,,31.1,,,,
Myanmar,2016,Sector,Services,Retail,Average,41.7,41.4,45.9,,51.7,,,,
Myanmar,2016,Sector,Services,Other Services,Average,34,32.8,43.2,,21,,,,
Myanmar,2016,Size,,Small (5-19),Average,35.6,35.6,44.5,,29.6,23.3,36.1,,
Myanmar,2016,Size,,Medium (20-99),Average,33.6,27.5,25.6,,34.9,35,41.9,,
Myanmar,2016,Size,,Large (100+),Average,30.4,20.2,37.3,,46.6,50.9,50.4,,
Myanmar,2016,Gender of Top Manager,,Top manager is female,Average,66,64.9,100,,43.1,44.3,57.3,,
Myanmar,2016,Gender of Top Manager,,Top manager is male,Average,13.6,11.8,0,,22.7,24.2,35.8,,
Namibia,2006,,,,Average,33.4,,,,27.1,24.1,43,,
Namibia,2006,Sector,Manufacturing,All,Average,26.5,,,,27.1,24.1,43,,
Namibia,2006,Sector,Manufacturing,Food,Average,26.2,,,,35.3,33.9,48.8,,
Namibia,2006,Sector,Manufacturing,Garments,Average,n.a.,,,,n.a.,n.a.,n.a.,,
Namibia,2006,Sector,Manufacturing,Other Manufacturing,Average,21.9,,,,22.9,18.6,43,,
Namibia,2006,Sector,Services,All,Average,33.8,,,,,,,,
Namibia,2006,Sector,Services,Retail,Average,40.8,,,,,,,,
Namibia,2006,Sector,Services,Other Services,Average,25.6,,,,,,,,
Namibia,2006,Size,,Small (5-19),Average,36.6,,,,26.4,24.1,34.8,,
Namibia,2006,Size,,Medium (20-99),Average,21.9,,,,27.2,22.7,51.2,,
Namibia,2006,Size,,Large (100+),Average,31.4,,,,31.6,29.3,49.1,,
Namibia,2014,,,,Average,41,25.6,27.4,,33.7,25.7,56,,
Namibia,2014,Sector,Manufacturing,All,Average,27.9,17.2,33.2,,29.1,25.7,56,,
Namibia,2014,Sector,Manufacturing,Manufacturing,Average,27.9,17.2,33.2,,29.1,25.7,56,,
Namibia,2014,Sector,Services,All,Average,42.9,26.8,26.6,,34.4,,,,
Namibia,2014,Sector,Services,Retail,Average,54.5,39.7,36.8,,43.2,,,,
Namibia,2014,Sector,Services,Other Services,Average,36.1,19.1,20.5,,29.3,,,,
Namibia,2014,Size,,Small (5-19),Average,41.5,29.8,28.3,,35.2,32.5,67.8,,
Namibia,2014,Size,,Medium (20-99),Average,39.7,9.6,24.5,,30.7,12.6,46.8,,
Namibia,2014,Size,,Large (100+),Average,38.2,0,21.6,,15,29.8,27.3,,
Namibia,2014,Gender of Top Manager,,Top manager is female,Average,70.7,59.9,100,,50,62.2,70.2,,
Namibia,2014,Gender of Top Manager,,Top manager is male,Average,30,12.6,0,,27.4,12,47.1,,
Nepal,2009,,,,Average,27.3,,13.4,,20.7,15.1,18,,
Nepal,2009,Sector,Manufacturing,All,Average,41.2,,16.2,,17.9,15.1,18,,
Nepal,2009,Sector,Manufacturing,Manufacturing,Average,41.2,,16.2,,17.9,15.1,18,,
Nepal,2009,Sector,Services,All,Average,21,,12.1,,23.8,,,,
Nepal,2009,Sector,Services,Retail,Average,25.5,,11.9,,27.6,,,,
Nepal,2009,Sector,Services,Other Services,Average,18.9,,12.2,,n.a.,,,,
Nepal,2009,Size,,Small (5-19),Average,28.4,,14.7,,21.2,16.3,20.1,,
Nepal,2009,Size,,Medium (20-99),Average,19.2,,5.7,,15.8,8.6,8.3,,
Nepal,2009,Size,,Large (100+),Average,37.9,,6.8,,22.5,12.4,11.3,,
Nepal,2009,Gender of Top Manager,,Top manager is female,Average,53.4,,100,,37.5,16.1,50.9,,
Nepal,2009,Gender of Top Manager,,Top manager is male,Average,23.3,,0,,18.2,14.9,12.1,,
Nepal,2013,,,,Average,21.8,11.7,17.2,,18.2,17.2,11.7,,
Nepal,2013,Sector,Manufacturing,All,Average,23.7,11,6.7,,15.8,17.2,11.7,,
Nepal,2013,Sector,Manufacturing,Manufacturing,Average,23.7,11,6.7,,15.8,17.2,11.7,,
Nepal,2013,Sector,Services,All,Average,20.9,12,22.3,,19.4,,,,
Nepal,2013,Sector,Services,Retail,Average,21.1,12.4,20.2,,26.9,,,,
Nepal,2013,Sector,Services,Other Services,Average,20.8,11.8,23.3,,15.8,,,,
Nepal,2013,Size,,Small (5-19),Average,20.3,12.2,17.4,,17.7,16.4,9.8,,
Nepal,2013,Size,,Medium (20-99),Average,23.4,1.7,9.6,,19.4,21.2,15.9,,
Nepal,2013,Size,,Large (100+),Average,66.7,63.2,63.8,,28.6,1.5,36.2,,
Nepal,2013,Gender of Top Manager,,Top manager is female,Average,60.4,41.9,100,,37.3,16.4,39.8,,
Nepal,2013,Gender of Top Manager,,Top manager is male,Average,13.8,5.4,0,,14.2,17.2,9.7,,
Nepal,2023,,,,Average,14.7,7.6,10.3,13.9,22.4,23.4,17.3,7.8,22.5
Nepal,2023,Sector,Manufacturing,All,Average,15.4,3.8,7.5,13.8,21.7,23.4,17.3,7.8,
Nepal,2023,Sector,Manufacturing,Manufacturing,Average,15.4,3.8,7.5,13.8,21.7,23.4,17.3,7.8,
Nepal,2023,Sector,Services,All,Average,14.4,9.2,11.5,14,22.7,,,,22.5
Nepal,2023,Sector,Services,Retail,Average,13.4,9,15.9,n.a.,27.8,,,,19.1
Nepal,2023,Sector,Services,Hotels,Average,13.7,13,13.7,n.a.,33.5,,,,21.8
Nepal,2023,Sector,Services,Other Services,Average,15.1,8.5,8.8,6.6,18,,,,23.6
Nepal,2023,Size,,Small (5-19),Average,12.5,8.2,10.6,2.2,22.1,24.3,17.1,4.1,1.3
Nepal,2023,Size,,Medium (20-99),Average,24.1,5.4,8.8,25.2,23.4,21.8,19.4,6.6,44.4
Nepal,2023,Size,,Large (100+),Average,22.4,4.8,11.2,45.4,27.5,21.8,11,22.4,83.9
Nepal,2023,Gender of Top Manager,,Top manager is female,Average,70.1,45.7,100,100,36.4,44.4,27.9,n.a.,3.5
Nepal,2023,Gender of Top Manager,,Top manager is male,Average,8.3,3.2,0,6.1,20.8,22,16.6,8.3,24.5
Netherlands,2020,,,,Average,35,5,13.7,,33.7,22.6,42.2,,
Netherlands,2020,Sector,Manufacturing,All,Average,31.3,4.7,13.7,,30,22.6,42.2,,
Netherlands,2020,Sector,Manufacturing,Food,Average,47.6,10.1,27.7,,37.1,34.9,45.2,,
Netherlands,2020,Sector,Manufacturing,Fabricated Metal Products,Average,28.9,2.5,3.3,,15.4,6.4,33.4,,
Netherlands,2020,Sector,Manufacturing,Machinery & Equipment,Average,28.1,8.7,3.9,,9.4,3.5,21,,
Netherlands,2020,Sector,Manufacturing,Other Manufacturing,Average,24.9,2,11.5,,34.1,24.6,47.1,,
Netherlands,2020,Sector,Services,All,Average,36.1,5,13.7,,34.8,,,,
Netherlands,2020,Sector,Services,Retail,Average,57.5,8.9,21.3,,51.5,,,,
Netherlands,2020,Sector,Services,Other Services,Average,27.3,3.4,10.5,,27.9,,,,
Netherlands,2020,Size,,Small (5-19),Average,34.7,5.5,12.6,,36.1,26.2,50.1,,
Netherlands,2020,Size,,Medium (20-99),Average,31,3.6,16.2,,29.6,19.9,35,,
Netherlands,2020,Size,,Large (100+),Average,59.8,6,11.9,,24.9,11,24.1,,
Netherlands,2020,Gender of Top Manager,,Top manager is female,Average,75.7,26.2,100,,46.6,39.5,54.5,,
Netherlands,2020,Gender of Top Manager,,Top manager is male,Average,28.5,1.6,0,,31.6,19.6,40.2,,
New Zealand,2023,,,,Average,58.2,9,20.3,58.7,32.9,16.3,40.3,53.6,51.4
New Zealand,2023,Sector,Manufacturing,All,Average,66.1,11.7,16,47.1,24,16.3,40.3,53.6,
New Zealand,2023,Sector,Manufacturing,Food,Average,84.6,46.7,50.3,,39.1,32.4,62.2,95.1,
New Zealand,2023,Sector,Manufacturing,Other Manufacturing,Average,63.2,6,10.7,47.1,21.1,13.3,36.2,44.7,
New Zealand,2023,Sector,Services,All,Average,57.2,8.6,20.9,59.6,34,,,,51.4
New Zealand,2023,Sector,Services,Retail,Average,68.6,14.4,26,53.4,52.3,,,,62.4
New Zealand,2023,Sector,Services,Hotels,Average,80.6,23.5,42.2,n.a.,59.3,,,,83.6
New Zealand,2023,Sector,Services,Other Services,Average,54.7,7.3,19.6,60.6,30.6,,,,49.1
New Zealand,2023,Size,,Small (5-19),Average,56.8,7.5,19.9,57.8,34.6,17.8,36.7,24.5,47.7
New Zealand,2023,Size,,Medium (20-99),Average,61.4,13.1,20.9,57,27.4,14,46.7,78.8,64.1
New Zealand,2023,Size,,Large (100+),Average,78.2,18.2,28.6,77.4,30.3,16.8,31.6,52.9,34.2
New Zealand,2023,Gender of Top Manager,,Top manager is female,Average,88.7,31.3,100,100,49.4,16,60.9,52.8,75.1
New Zealand,2023,Gender of Top Manager,,Top manager is male,Average,50.2,3.3,0,48.7,28.8,16.4,36.8,53.8,45.8
Nicaragua,2006,,,,Average,41.4,,,,21.1,14.7,36.8,,
Nicaragua,2006,Sector,Manufacturing,All,Average,42.7,,,,21.1,14.7,36.8,,
Nicaragua,2006,Sector,Manufacturing,Food,Average,51.5,,,,30.5,24,41.7,,
Nicaragua,2006,Sector,Manufacturing,Garments,Average,65.5,,,,66.3,71.1,49.8,,
Nicaragua,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,48.4,,,,25.1,25,31.7,,
Nicaragua,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,46.3,,,,13.4,4.7,30.9,,
Nicaragua,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,38.5,,,,13.1,6.4,34.8,,
Nicaragua,2006,Sector,Services,All,Average,40.5,,,,,,,,
Nicaragua,2006,Sector,Services,Retail,Average,43.2,,,,,,,,
Nicaragua,2006,Sector,Services,Rest of Universe-Services,Average,39.5,,,,,,,,
Nicaragua,2006,Size,,Small (5-19),Average,44.6,,,,22.4,16.2,33.3,,
Nicaragua,2006,Size,,Medium (20-99),Average,37.7,,,,19.2,11,42.1,,
Nicaragua,2006,Size,,Large (100+),Average,26,,,,14.5,28,45.7,,
Nicaragua,2010,,,,Average,61.9,,32.3,,34.9,24.6,37.5,,
Nicaragua,2010,Sector,Manufacturing,All,Average,57.3,,25.4,,30.6,24.6,37.5,,
Nicaragua,2010,Sector,Manufacturing,Manufacturing,Average,57.3,,25.4,,30.6,24.6,37.5,,
Nicaragua,2010,Sector,Services,All,Average,64.9,,36.7,,38.1,,,,
Nicaragua,2010,Sector,Services,Retail,Average,58,,30.4,,41.3,,,,
Nicaragua,2010,Sector,Services,Other Services,Average,67.2,,38.8,,37,,,,
Nicaragua,2010,Size,,Small (5-19),Average,66.5,,36.8,,35.6,23.4,33.4,,
Nicaragua,2010,Size,,Medium (20-99),Average,58.7,,28.3,,33.9,20.5,49.2,,
Nicaragua,2010,Size,,Large (100+),Average,32.6,,8.5,,33.5,44.9,36.5,,
Nicaragua,2010,Gender of Top Manager,,Top manager is female,Average,95.1,,100,,48.9,51.8,32.7,,
Nicaragua,2010,Gender of Top Manager,,Top manager is male,Average,45.8,,0,,27.9,16.7,39.4,,
Nicaragua,2016,,,,Average,35.8,26.8,27,,37.4,21.2,45.7,,
Nicaragua,2016,Sector,Manufacturing,All,Average,34.4,30.3,29.2,,28.1,21.2,45.7,,
Nicaragua,2016,Sector,Manufacturing,Manufacturing,Average,34.4,30.3,29.2,,28.1,21.2,45.7,,
Nicaragua,2016,Sector,Services,All,Average,36.1,25.9,26.4,,40.1,,,,
Nicaragua,2016,Sector,Services,Retail,Average,46.1,31.3,36.1,,43.1,,,,
Nicaragua,2016,Sector,Services,Other Services,Average,28.3,21.6,18.8,,37.6,,,,
Nicaragua,2016,Size,,Medium (20-99),Average,37.2,27.3,36.9,,31.1,13.7,44.6,,
Nicaragua,2016,Size,,Small (5-19),Average,35.2,27,23,,40.3,22.8,46.1,,
Nicaragua,2016,Size,,Large (100+),Average,30.3,13.2,2.1,,39.6,48.3,39.4,,
Nicaragua,2016,Gender of Top Manager,,Top manager is female,Average,88.5,79.6,100,,41.4,22.7,68.6,,
Nicaragua,2016,Gender of Top Manager,,Top manager is male,Average,16.3,7.4,0,,36,20.5,35.7,,
Niger,2009,,,,Average,17.6,5.8,11.3,,13.4,,,,
Niger,2009,Sector,Manufacturing,All,Average,20.1,0,11.8,,14.4,,,,
Niger,2009,Sector,Manufacturing,Manufacturing,Average,20.1,0,11.8,,14.4,,,,
Niger,2009,Sector,Services,All,Average,16.9,8,11.1,,13.1,,,,
Niger,2009,Sector,Services,Services,Average,16.9,8,11.1,,13.1,,,,
Niger,2009,Size,,Small (5-19),Average,17.3,0,13.8,,14,,,,
Niger,2009,Size,,Medium (20-99),Average,19.5,15.2,3.3,,11.9,,,,
Niger,2009,Size,,Large (100+),Average,13.6,0,8.8,,10.6,,,,
Niger,2009,Gender of Top Manager,,Top manager is female,Average,96.1,n.a.,100,,42.5,,,,
Niger,2009,Gender of Top Manager,,Top manager is male,Average,3.7,5.6,0,,9.6,,,,
Niger,2017,,,,Average,14.5,8.9,10.6,,13.1,6.7,12.7,,
Niger,2017,Sector,Manufacturing,All,Average,9,7.4,8.4,,8.4,6.7,12.7,,
Niger,2017,Sector,Manufacturing,Manufacturing,Average,9,7.4,8.4,,8.4,6.7,12.7,,
Niger,2017,Sector,Services,All,Average,15.7,9.3,11.1,,14,,,,
Niger,2017,Sector,Services,Services,Average,15.7,9.3,11.1,,14,,,,
Niger,2017,Size,,Small (5-19),Average,13,9.8,8.9,,16.2,8.8,17.5,,
Niger,2017,Size,,Medium (20-99),Average,19.6,10.6,16.8,,7,3,8.6,,
Niger,2017,Size,,Large (100+),Average,9.4,0,4.7,,9.5,,,,
Niger,2017,Gender of Top Manager,,Top manager is female,Average,78.8,60,100,,35.5,n.a.,n.a.,,
Niger,2017,Gender of Top Manager,,Top manager is male,Average,6.4,2.5,0,,10.2,3.5,6.1,,
Nigeria,2007,,,,Average,20,,,,16,19,26.6,,
Nigeria,2007,Sector,Manufacturing,All,Average,13.6,,,,16,19,26.6,,
Nigeria,2007,Sector,Manufacturing,Food,Average,17.2,,,,16.3,17.6,28.4,,
Nigeria,2007,Sector,Manufacturing,Garments,Average,37.1,,,,31,36.6,38.7,,
Nigeria,2007,Sector,Manufacturing,Other Manufacturing,Average,3.6,,,,11,13.4,21.8,,
Nigeria,2007,Sector,Services,All,Average,24.5,,,,,,,,
Nigeria,2007,Sector,Services,Retail,Average,22.7,,,,,,,,
Nigeria,2007,Sector,Services,Other Services,Average,25.8,,,,,,,,
Nigeria,2007,Size,,Small (5-19),Average,22.5,,,,15.2,18.1,23.9,,
Nigeria,2007,Size,,Medium (20-99),Average,13.7,,,,18.2,21.2,29.9,,
Nigeria,2007,Size,,Large (100+),Average,1.4,,,,5.3,5.9,31.4,,
Nigeria,2014,,,,Average,16.2,13.2,13.9,,24.3,24.2,19.3,,
Nigeria,2014,Sector,Manufacturing,All,Average,15.4,13.3,11.8,,21,24.2,19.3,,
Nigeria,2014,Sector,Manufacturing,Food,Average,13.1,11.8,11.3,,26.1,27.5,28.6,,
Nigeria,2014,Sector,Manufacturing,Garments,Average,43.1,39.3,39.8,,55.5,66.8,10,,
Nigeria,2014,Sector,Manufacturing,Printing & Publishing,Average,15,14,10.7,,9.5,12.2,19.8,,
Nigeria,2014,Sector,Manufacturing,Non-Metallic Mineral Products,Average,4,2.1,4.3,,5.1,5.2,14.3,,
Nigeria,2014,Sector,Manufacturing,Fabricated Metal Products,Average,6.8,6.3,1,,2.3,6.9,8,,
Nigeria,2014,Sector,Manufacturing,Furniture,Average,1.6,1.4,1.5,,3.3,0.8,16.1,,
Nigeria,2014,Sector,Manufacturing,Manufacturing Panel,Average,18.8,14.9,9.5,,15.9,18.7,17.3,,
Nigeria,2014,Sector,Manufacturing,Other Manufacturing,Average,6.9,4.8,3.9,,15.4,14.1,15.2,,
Nigeria,2014,Sector,Services,All,Average,16.7,13.2,15.1,,26.1,,,,
Nigeria,2014,Sector,Services,Services of Motor Vehicles,Average,9.7,4.2,21.4,,20.6,,,,
Nigeria,2014,Sector,Services,Wholesale,Average,12.7,9.6,9.1,,19.1,,,,
Nigeria,2014,Sector,Services,Retail Panel,Average,31.4,27.2,23.6,,29.5,,,,
Nigeria,2014,Sector,Services,Retail,Average,20.6,19.4,9.1,,26.7,,,,
Nigeria,2014,Sector,Services,Hotels & Restaurants,Average,24.4,19.9,15.5,,32.8,,,,
Nigeria,2014,Sector,Services,Transport,Average,5.7,3.1,2.8,,36.2,,,,
Nigeria,2014,Sector,Services,Other Services Panel,Average,33.6,29.2,23.2,,35.4,,,,
Nigeria,2014,Sector,Services,Other Services,Average,2.8,2.8,5.7,,24.7,,,,
Nigeria,2014,Size,,Small (5-19),Average,16.8,14.3,16,,25.8,24.7,20.7,,
Nigeria,2014,Size,,Medium (20-99),Average,12.2,8.9,5.6,,18,22.8,14.7,,
Nigeria,2014,Size,,Large (100+),Average,23.9,9.6,6.2,,22.1,15.4,11.8,,
Nigeria,2014,Gender of Top Manager,,Top manager is female,Average,57.6,53.4,100,,48.5,68,41.3,,
Nigeria,2014,Gender of Top Manager,,Top manager is male,Average,9.3,6.4,0,,20.1,17.4,17.1,,
North Macedonia,2009,,,,Average,36.4,,19.1,,32.4,34.6,43.3,,
North Macedonia,2009,Sector,Manufacturing,All,Average,47.5,,22.4,,36.3,34.6,43.3,,
North Macedonia,2009,Sector,Manufacturing,Manufacturing,Average,47.5,,22.4,,36.3,34.6,43.3,,
North Macedonia,2009,Sector,Services,All,Average,29.2,,17,,29.9,,,,
North Macedonia,2009,Sector,Services,Retail,Average,27.7,,19.9,,46.2,,,,
North Macedonia,2009,Sector,Services,Other Services,Average,30,,15.5,,21.4,,,,
North Macedonia,2009,Size,,Medium (20-99),Average,39.2,,28,,37.4,45.2,40.9,,
North Macedonia,2009,Size,,Small (5-19),Average,32.9,,15.4,,28.7,20,46.9,,
North Macedonia,2009,Size,,Large (100+),Average,64.1,,17.5,,51.6,66,35.8,,
North Macedonia,2009,Gender of Top Manager,,Top manager is female,Average,60.7,,100,,46.5,38.3,60.6,,
North Macedonia,2009,Gender of Top Manager,,Top manager is male,Average,30.3,,0,,29.1,33.8,36.7,,
North Macedonia,2013,,,,Average,27.7,14.9,16.8,,37.2,32.5,41.4,,
North Macedonia,2013,Sector,Manufacturing,All,Average,37.1,17.1,16.3,,37.1,32.5,41.4,,
North Macedonia,2013,Sector,Manufacturing,Manufacturing,Average,37.1,17.1,16.3,,37.1,32.5,41.4,,
North Macedonia,2013,Sector,Services,All,Average,24.2,14.1,17,,37.3,,,,
North Macedonia,2013,Sector,Services,Retail,Average,27.2,18.5,22.6,,49.7,,,,
North Macedonia,2013,Sector,Services,Other Services,Average,22.3,11.4,13.6,,29.5,,,,
North Macedonia,2013,Size,,Small (5-19),Average,24.3,14.3,17.7,,36.2,24,41.5,,
North Macedonia,2013,Size,,Medium (20-99),Average,35.5,17.1,14.1,,38.9,42.8,40.3,,
North Macedonia,2013,Size,,Large (100+),Average,48,7.6,22.4,,54.5,49.4,48.9,,
North Macedonia,2013,Gender of Top Manager,,Top manager is female,Average,76.6,58.9,100,,60.5,61.5,73.3,,
North Macedonia,2013,Gender of Top Manager,,Top manager is male,Average,17.8,6,0,,32.4,26.9,34.9,,
North Macedonia,2019,,,,Average,29.3,19.6,21.3,,47.2,59.4,68.6,,
North Macedonia,2019,Sector,Manufacturing,All,Average,35.7,21.3,32.2,,63.4,59.4,68.6,,
North Macedonia,2019,Sector,Manufacturing,Manufacturing,Average,35.7,21.3,32.2,,63.4,59.4,68.6,,
North Macedonia,2019,Sector,Services,All,Average,26.6,18.9,16.6,,40.4,,,,
North Macedonia,2019,Sector,Services,Retail,Average,35,29.3,29.2,,54.2,,,,
North Macedonia,2019,Sector,Services,Other Services,Average,21,11.9,8.4,,30.4,,,,
North Macedonia,2019,Size,,Small (5-19),Average,26.2,20.8,19,,46.6,54,73.4,,
North Macedonia,2019,Size,,Medium (20-99),Average,36.8,18.3,26,,48,70.2,65.7,,
North Macedonia,2019,Size,,Large (100+),Average,36.7,10.1,30.5,,51.7,62.4,51.2,,
